TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
休日に受診した患者延べ数,休日に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,夜間・時間外に受診した患者延べ数,夜間・時間外に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,救急車の受入件数,施設全体_医師_常勤,施設全体_医師_非常勤,,,,,,,,,,,,,うち、予定外の救急医療入院の患者（年間）,在棟患者延べ数（年間）,退棟患者数（年間）,新規入棟患者数（年間）.1,うち、院内の他病棟からの転棟（年間）,うち、家庭からの入院（年間）,うち、他の病院、診療所からの転院（年間）,うち、介護施設、福祉施設からの入院（年間）,うち、介護医療院からの入院（年間）,うち、院内の出生（年間）,うち、その他（年間）,構想区域人口
206,50,405,60,1260,28,8,,,,,,,,,,,,,,,,,,,,,,,,
206,50,405,60,1260,28,8,,,,,,,,,,,,,,,,,,,,,,,,
206,50,405,60,1260,28,8,,,,,,,,,,,,,,,,,,,,,,,,
206,50,405,60,1260,28,8,,,,,,,,,,,,,,,,,,,,,,,,
302,40,326,122,372,9,3.1,,,,,,,,,,,,,,,,,,,,,,,,
302,40,326,122,372,9,3.1,,,,,,,,,,,,,,,,,,,,,,,,
302,40,326,122,372,9,3.1,,,,,,,,,,,,,,,,,,,,,,,,
15,0,394,55,327,11,5,,,,,,,,,,,,,,,,,,,,,,,,
15,0,394,55,327,11,5,,,,,,,,,,,,,,,,,,,,,,,,
15,0,394,55,327,11,5.2,,,,,,,,,,,,,,,,,,,,,,,,
15,0,394,55,327,11,5,,,,,,,,,,,,,,,,,,,,,,,,
4673,5,30,0,5,5,1.8,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,3,2.7,,,,,,,,,,,,,,,,,,,,,,,,
2692,502,4708,1152,2064,115,0,,,,,,,,,,,,,,,,,,,,,,,,
2692,502,4708,1152,2064,115,0,,,,,,,,,,,,,,,,,,,,,,,,
2692,502,4708,1152,2064,115,0,,,,,,,,,,,,,,,,,,,,,,,,
2692,502,4708,1152,2064,115,0,,,,,,,,,,,,,,,,,,,,,,,,
2692,502,4708,1152,2064,115,0,,,,,,,,,,,,,,,,,,,,,,,,
2692,502,4708,1152,2064,115,0,,,,,,,,,,,,,,,,,,,,,,,,
2692,502,4708,1152,2064,115,0,,,,,,,,,,,,,,,,,,,,,,,,
2692,502,4708,1152,2064,115,0,,,,,,,,,,,,,,,,,,,,,,,,
2692,502,4708,1152,2064,115,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,10,3,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,10,3,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,
558,172,845,240,1582,14,1.3,,,,,,,,,,,,,,,,,,,,,,,,
558,172,845,240,1582,14,1.3,,,,,,,,,,,,,,,,,,,,,,,,
558,172,845,240,1582,14,1,,,,,,,,,,,,,,,,,,,,,,,,
558,172,845,240,1582,14,1,,,,,,,,,,,,,,,,,,,,,,,,
15,0,25,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,
10,0,5,0,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,
10,0,5,0,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,
10,0,5,0,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,
10,0,5,0,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,
695,70,500,60,619,13,5,,,,,,,,,,,,,,,,,,,,,,,,
695,70,500,60,619,13,5,,,,,,,,,,,,,,,,,,,,,,,,
695,70,500,60,619,13,5.3,,,,,,,,,,,,,,,,,,,,,,,,
695,70,500,60,619,13,5.3,,,,,,,,,,,,,,,,,,,,,,,,
363,61,473,67,354,27,5.7,,,,,,,,,,,,,,,,,,,,,,,,
363,61,473,67,354,27,5.7,,,,,,,,,,,,,,,,,,,,,,,,
363,61,473,67,354,27,5.7,,,,,,,,,,,,,,,,,,,,,,,,
363,61,473,67,354,27,5,,,,,,,,,,,,,,,,,,,,,,,,
2185,403,4503,946,3363,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2185,403,4503,946,3363,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2185,403,4503,946,3363,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2185,403,4503,946,3363,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2185,403,4503,946,3363,0,0,,,,,,,,,,,,,,,,,,,,,,,,
786,219,1037,392,2124,57,6,,,,,,,,,,,,,,,,,,,,,,,,
786,219,1037,392,2124,57,6.8,,,,,,,,,,,,,,,,,,,,,,,,
786,219,1037,392,2124,57,6.8,,,,,,,,,,,,,,,,,,,,,,,,
786,219,1037,392,2124,57,6.8,,,,,,,,,,,,,,,,,,,,,,,,
786,219,1037,392,2124,57,6.8,,,,,,,,,,,,,,,,,,,,,,,,
786,219,1037,392,2124,57,6,,,,,,,,,,,,,,,,,,,,,,,,
786,219,1037,392,2124,57,6.8,,,,,,,,,,,,,,,,,,,,,,,,
786,219,1037,392,2124,57,6.8,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
163,55,310,110,166,34,7.4,,,,,,,,,,,,,,,,,,,,,,,,
163,55,310,110,166,34,7.4,,,,,,,,,,,,,,,,,,,,,,,,
163,55,310,110,166,34,7.4,,,,,,,,,,,,,,,,,,,,,,,,
10,5,50,25,5,1,2.6,,,,,,,,,,,,,,,,,,,,,,,,
1212,152,1635,462,1396,2,5.4,,,,,,,,,,,,,,,,,,,,,,,,
1212,152,1635,462,1396,2,5.4,,,,,,,,,,,,,,,,,,,,,,,,
79,15,342,50,237,7,2,,,,,,,,,,,,,,,,,,,,,,,,
79,15,342,50,237,7,2,,,,,,,,,,,,,,,,,,,,,,,,
79,15,342,50,237,7,2,,,,,,,,,,,,,,,,,,,,,,,,
321,60,285,87,211,12,2,,,,,,,,,,,,,,,,,,,,,,,,
321,60,285,87,211,12,2.1,,,,,,,,,,,,,,,,,,,,,,,,
321,60,285,87,211,12,2.1,,,,,,,,,,,,,,,,,,,,,,,,
321,60,285,87,211,12,2,,,,,,,,,,,,,,,,,,,,,,,,
45,0,70,0,50,1,2,,,,,,,,,,,,,,,,,,,,,,,,
97,35,86,45,55,3,3,,,,,,,,,,,,,,,,,,,,,,,,
97,35,86,45,55,3,3,,,,,,,,,,,,,,,,,,,,,,,,
97,35,86,45,55,3,3,,,,,,,,,,,,,,,,,,,,,,,,
164,50,357,60,298,5,4,,,,,,,,,,,,,,,,,,,,,,,,
164,50,357,60,298,5,4,,,,,,,,,,,,,,,,,,,,,,,,
164,50,357,60,298,5,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
120,0,30,5,45,16,6.3,,,,,,,,,,,,,,,,,,,,,,,,
120,0,30,5,45,16,6.3,,,,,,,,,,,,,,,,,,,,,,,,
120,0,30,5,45,16,6.3,,,,,,,,,,,,,,,,,,,,,,,,
120,0,30,5,45,16,6.3,,,,,,,,,,,,,,,,,,,,,,,,
120,0,30,5,45,16,6,,,,,,,,,,,,,,,,,,,,,,,,
114,10,102,0,124,16,5,,,,,,,,,,,,,,,,,,,,,,,,
114,10,102,0,124,16,5,,,,,,,,,,,,,,,,,,,,,,,,
114,10,102,0,124,16,5,,,,,,,,,,,,,,,,,,,,,,,,
114,10,102,0,124,16,5,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
4077,1350,2818,969,4997,136,15,,,,,,,,,,,,,,,,,,,,,,,,
110,25,701,91,472,0,0,,,,,,,,,,,,,,,,,,,,,,,,
110,25,701,91,472,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,0,40,8,2,,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,0,40,8,2,,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,0,40,8,2.5,,,,,,,,,,,,,,,,,,,,,,,,
1232,205,1778,462,1924,10,3,,,,,,,,,,,,,,,,,,,,,,,,
1232,205,1778,462,1924,10,3.8,,,,,,,,,,,,,,,,,,,,,,,,
1232,205,1778,462,1924,10,3,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,10,2,3,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,0,10,2,3.2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,216,8.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2.2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2.2,,,,,,,,,,,,,,,,,,,,,,,,
290,55,498,120,550,28,2.7,,,,,,,,,,,,,,,,,,,,,,,,
290,55,498,120,550,28,2,,,,,,,,,,,,,,,,,,,,,,,,
290,55,498,120,550,28,2.7,,,,,,,,,,,,,,,,,,,,,,,,
290,55,498,120,550,28,2.7,,,,,,,,,,,,,,,,,,,,,,,,
290,55,498,120,550,28,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,
50,20,60,40,55,11,3,,,,,,,,,,,,,,,,,,,,,,,,
50,20,60,40,55,11,3,,,,,,,,,,,,,,,,,,,,,,,,
50,20,60,40,55,11,3,,,,,,,,,,,,,,,,,,,,,,,,
50,20,60,40,55,11,3,,,,,,,,,,,,,,,,,,,,,,,,
227,55,698,210,562,5,2.4,,,,,,,,,,,,,,,,,,,,,,,,
227,55,698,210,562,5,2.4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,
123,55,233,77,365,22,0,,,,,,,,,,,,,,,,,,,,,,,,
123,55,233,77,365,22,0,,,,,,,,,,,,,,,,,,,,,,,,
123,55,233,77,365,22,0,,,,,,,,,,,,,,,,,,,,,,,,
123,55,233,77,365,22,0,,,,,,,,,,,,,,,,,,,,,,,,
123,55,233,77,365,22,0.5,,,,,,,,,,,,,,,,,,,,,,,,
123,55,233,77,365,22,0,,,,,,,,,,,,,,,,,,,,,,,,
300,55,595,162,251,9,18.1,,,,,,,,,,,,,,,,,,,,,,,,
300,55,595,162,251,9,18.1,,,,,,,,,,,,,,,,,,,,,,,,
300,55,595,162,251,9,18,,,,,,,,,,,,,,,,,,,,,,,,
1108,129,1212,207,1513,3,0.1,,,,,,,,,,,,,,,,,,,,,,,,
71,35,205,70,178,1,4,,,,,,,,,,,,,,,,,,,,,,,,
71,35,205,70,178,1,4,,,,,,,,,,,,,,,,,,,,,,,,
71,35,205,70,178,1,4,,,,,,,,,,,,,,,,,,,,,,,,
71,35,205,70,178,1,4.1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0.9,,,,,,,,,,,,,,,,,,,,,,,,
4241,1605,3852,1492,6338,207,0,,,,,,,,,,,,,,,,,,,,,,,,
1371,304,2082,677,2180,46,11,,,,,,,,,,,,,,,,,,,,,,,,
1371,304,2082,677,2180,46,11,,,,,,,,,,,,,,,,,,,,,,,,
1371,304,2082,677,2180,46,11.4,,,,,,,,,,,,,,,,,,,,,,,,
1371,304,2082,677,2180,46,11.4,,,,,,,,,,,,,,,,,,,,,,,,
1371,304,2082,677,2180,46,11.4,,,,,,,,,,,,,,,,,,,,,,,,
1371,304,2082,677,2180,46,11.4,,,,,,,,,,,,,,,,,,,,,,,,
467,175,1653,614,799,35,11,,,,,,,,,,,,,,,,,,,,,,,,
467,175,1653,614,799,35,11,,,,,,,,,,,,,,,,,,,,,,,,
467,175,1653,614,799,35,11,,,,,,,,,,,,,,,,,,,,,,,,
467,175,1653,614,799,35,11,,,,,,,,,,,,,,,,,,,,,,,,
467,175,1653,614,799,35,11,,,,,,,,,,,,,,,,,,,,,,,,
467,175,1653,614,799,35,11,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,
835,189,3849,638,1270,33,10.8,,,,,,,,,,,,,,,,,,,,,,,,
835,189,3849,638,1270,33,10,,,,,,,,,,,,,,,,,,,,,,,,
835,189,3849,638,1270,33,10.8,,,,,,,,,,,,,,,,,,,,,,,,
835,189,3849,638,1270,33,10.8,,,,,,,,,,,,,,,,,,,,,,,,
835,189,3849,638,1270,33,10.8,,,,,,,,,,,,,,,,,,,,,,,,
427,77,1012,123,382,24,13,,,,,,,,,,,,,,,,,,,,,,,,
427,77,1012,123,382,24,13.1,,,,,,,,,,,,,,,,,,,,,,,,
427,77,1012,123,382,24,13.1,,,,,,,,,,,,,,,,,,,,,,,,
350,60,219,46,189,4,3.4,,,,,,,,,,,,,,,,,,,,,,,,
350,60,219,46,189,4,3,,,,,,,,,,,,,,,,,,,,,,,,
1353,473,2919,1088,4100,141,8,,,,,,,,,,,,,,,,,,,,,,,,
1353,473,2919,1088,4100,141,8,,,,,,,,,,,,,,,,,,,,,,,,
1353,473,2919,1088,4100,141,8,,,,,,,,,,,,,,,,,,,,,,,,
1353,473,2919,1088,4100,141,8,,,,,,,,,,,,,,,,,,,,,,,,
1353,473,2919,1088,4100,141,8,,,,,,,,,,,,,,,,,,,,,,,,
1353,473,2919,1088,4100,141,8,,,,,,,,,,,,,,,,,,,,,,,,
1353,473,2919,1088,4100,141,8,,,,,,,,,,,,,,,,,,,,,,,,
1353,473,2919,1088,4100,141,8,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,12,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,12,4,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10.3,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10.3,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10.3,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10.3,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10,,,,,,,,,,,,,,,,,,,,,,,,
3876,225,2855,387,3805,63,10.3,,,,,,,,,,,,,,,,,,,,,,,,
81,10,78,5,25,3,1,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16,,,,,,,,,,,,,,,,,,,,,,,,
3575,849,7757,2116,5547,228,16.7,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,10,1.5,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,
80,10,74,20,5,2,2.7,,,,,,,,,,,,,,,,,,,,,,,,
76,15,250,50,87,5,5,,,,,,,,,,,,,,,,,,,,,,,,
76,15,250,50,87,5,5,,,,,,,,,,,,,,,,,,,,,,,,
76,15,250,50,87,5,5,,,,,,,,,,,,,,,,,,,,,,,,
1110,277,3611,1307,2031,55,7.7,,,,,,,,,,,,,,,,,,,,,,,,
1110,277,3611,1307,2031,55,7.7,,,,,,,,,,,,,,,,,,,,,,,,
1110,277,3611,1307,2031,55,7.7,,,,,,,,,,,,,,,,,,,,,,,,
1110,277,3611,1307,2031,55,7.7,,,,,,,,,,,,,,,,,,,,,,,,
1110,277,3611,1307,2031,55,7.7,,,,,,,,,,,,,,,,,,,,,,,,
1110,277,3611,1307,2031,55,7.7,,,,,,,,,,,,,,,,,,,,,,,,
1110,277,3611,1307,2031,55,7.7,,,,,,,,,,,,,,,,,,,,,,,,
1110,277,3611,1307,2031,55,7.7,,,,,,,,,,,,,,,,,,,,,,,,
60,30,225,60,55,3,2,,,,,,,,,,,,,,,,,,,,,,,,
60,30,225,60,55,3,2,,,,,,,,,,,,,,,,,,,,,,,,
709,88,1670,246,685,17,8.6,,,,,,,,,,,,,,,,,,,,,,,,
709,88,1670,246,685,17,8.6,,,,,,,,,,,,,,,,,,,,,,,,
709,88,1670,246,685,17,8.6,,,,,,,,,,,,,,,,,,,,,,,,
709,88,1670,246,685,17,8,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,30,12,2.5,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,30,12,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,30,12,2,,,,,,,,,,,,,,,,,,,,,,,,
562,123,2114,631,764,23,2.7,,,,,,,,,,,,,,,,,,,,,,,,
562,123,2114,631,764,23,2,,,,,,,,,,,,,,,,,,,,,,,,
562,123,2114,631,764,23,2.7,,,,,,,,,,,,,,,,,,,,,,,,
562,123,2114,631,764,23,2.7,,,,,,,,,,,,,,,,,,,,,,,,
562,123,2114,631,764,23,2,,,,,,,,,,,,,,,,,,,,,,,,
562,123,2114,631,764,23,2.7,,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,
764,90,1161,296,1144,8,4.4,,,,,,,,,,,,,,,,,,,,,,,,
764,90,1161,296,1144,8,4.4,,,,,,,,,,,,,,,,,,,,,,,,
764,90,1161,296,1144,8,4,,,,,,,,,,,,,,,,,,,,,,,,
40,20,60,50,50,2,14,,,,,,,,,,,,,,,,,,,,,,,,
986,126,1038,190,1344,15,6,,,,,,,,,,,,,,,,,,,,,,,,
986,126,1038,190,1344,15,6,,,,,,,,,,,,,,,,,,,,,,,,
986,126,1038,190,1344,15,6.4,,,,,,,,,,,,,,,,,,,,,,,,
986,126,1038,190,1344,15,6.4,,,,,,,,,,,,,,,,,,,,,,,,
986,126,1038,190,1344,15,6,,,,,,,,,,,,,,,,,,,,,,,,
752,236,1754,540,788,28,0,,,,,,,,,,,,,,,,,,,,,,,,
752,236,1754,540,788,28,0,,,,,,,,,,,,,,,,,,,,,,,,
752,236,1754,540,788,28,0,,,,,,,,,,,,,,,,,,,,,,,,
752,236,1754,540,788,28,0,,,,,,,,,,,,,,,,,,,,,,,,
752,236,1754,540,788,28,0,,,,,,,,,,,,,,,,,,,,,,,,
752,236,1754,540,788,28,0,,,,,,,,,,,,,,,,,,,,,,,,
60,55,116,55,55,13,0,,,,,,,,,,,,,,,,,,,,,,,,
60,55,116,55,55,13,0,,,,,,,,,,,,,,,,,,,,,,,,
327,40,518,60,223,6,5.2,,,,,,,,,,,,,,,,,,,,,,,,
3205,150,3040,303,2011,24,7,,,,,,,,,,,,,,,,,,,,,,,,
3205,150,3040,303,2011,24,7.7,,,,,,,,,,,,,,,,,,,,,,,,
3205,150,3040,303,2011,24,7,,,,,,,,,,,,,,,,,,,,,,,,
3205,150,3040,303,2011,24,7.7,,,,,,,,,,,,,,,,,,,,,,,,
3205,150,3040,303,2011,24,7,,,,,,,,,,,,,,,,,,,,,,,,
421,61,546,169,505,26,4.9,,,,,,,,,,,,,,,,,,,,,,,,
421,61,546,169,505,26,4,,,,,,,,,,,,,,,,,,,,,,,,
421,61,546,169,505,26,4,,,,,,,,,,,,,,,,,,,,,,,,
421,61,546,169,505,26,4.9,,,,,,,,,,,,,,,,,,,,,,,,
421,61,546,169,505,26,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,3.6,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
1192,418,1968,911,2550,138,4.7,,,,,,,,,,,,,,,,,,,,,,,,
